time,sv,ECEF,position,clock,velocity,dclock
2024-05-17 14:30:00,L47,z,3207.620755,0.007765,-67284.021388,999999.999999
2024-05-17 14:30:00,L47,y,5210.798222,0.007765,30659.646905,999999.999999
2024-05-17 14:30:00,L47,x,3069.682195,0.007765,18529.366613,999999.999999
2024-05-17 15:00:00,L47,x,-21.872885,0.006827,-45122.973166,999999.999999
2024-05-17 15:00:00,L47,y,503.278395,0.006827,-60859.545297,999999.999999
2024-05-17 15:00:00,L47,z,-6838.838862,0.006827,-4340.286118,999999.999999
2024-05-17 15:30:00,L47,x,-4357.607807,0.003588,18432.362852,999999.999999
2024-05-17 15:30:00,L47,y,-4656.036981,0.003588,20941.140146,999999.999999
2024-05-17 15:30:00,L47,z,2494.855737,0.003588,70939.269882,999999.999999
2024-05-17 16:00:00,L47,x,4026.686235,0.005285,41847.278112,999999.999999
2024-05-17 16:00:00,L47,y,2904.276375,0.005285,31733.427871,999999.999999
2024-05-17 16:00:00,L47,z,4709.299836,0.005285,-55195.292094,999999.999999
2024-05-17 16:30:00,L47,x,1740.704683,0.006031,-61484.796179,999999.999999
2024-05-17 16:30:00,L47,y,1388.221672,0.006031,-37200.880925,999999.999999
2024-05-17 16:30:00,L47,z,-6485.439889,0.006031,-24481.829871,999999.999999
2024-05-17 17:00:00,L47,x,-6247.908105,0.004307,6635.056822,999999.999999
2024-05-17 17:00:00,L47,y,-2722.123788,0.004307,4436.596733,999999.999999
2024-05-17 17:00:00,L47,z,696.175197,0.004307,75810.508339,999999.999999
2024-05-17 17:30:00,L47,x,3453.072497,0.007147,63106.369985,999999.999999
2024-05-17 17:30:00,L47,y,690.466404,0.007147,17010.254646,999999.999999
2024-05-17 17:30:00,L47,z,5864.649454,0.007147,-39066.048896,999999.999999
2024-05-17 18:00:00,L47,x,3783.282815,0.005806,-61973.829918,999999.999999
2024-05-17 18:00:00,L47,z,-5660.164925,0.005806,-42861.094872,999999.999999
2024-05-17 18:00:00,L47,y,811.583369,0.005806,-9782.548035,999999.999999
2024-05-17 18:30:00,L47,z,-1153.282771,0.004696,75113.742383,999999.999999
2024-05-17 18:30:00,L47,x,-6755.307883,0.004696,-12739.073491,999999.999999
2024-05-17 18:30:00,L47,y,-27.26104,0.004696,1292.124867,999999.999999
2024-05-17 19:00:00,L47,x,1755.803614,0.005029,72839.922327,999999.999999
2024-05-17 19:00:00,L47,y,-518.725807,0.005029,-9128.886151,999999.999999
2024-05-17 19:00:00,L47,z,6589.595146,0.005029,-20085.33341,999999.999999
2024-05-17 19:30:00,L47,z,-4422.394682,0.005842,-58149.08333,999999.999999
2024-05-17 19:30:00,L47,x,5121.244163,0.005842,-47771.263551,999999.999999
2024-05-17 19:30:00,L47,y,-1100.244495,0.005842,11081.931209,999999.999999
2024-05-17 20:00:00,L47,x,-5703.404081,0.009296,-29502.634139,999999.999999
2024-05-17 20:00:00,L47,y,2438.667486,0.009296,13290.68116,999999.999999
2024-05-17 20:00:00,L47,z,-2917.990947,0.009296,68916.605195,999999.999999
2024-05-17 20:30:00,L47,z,6831.395022,0.006405,354.982746,999999.999999
2024-05-17 20:30:00,L47,y,-260.157085,0.006405,-37379.07697,999999.999999
2024-05-17 20:30:00,L47,x,-184.051725,0.006405,66278.315281,999999.999999
2024-05-17 21:00:00,L47,x,5055.416963,0.008167,-26141.73134,999999.999999
2024-05-17 21:00:00,L47,y,-3636.958992,0.008167,18000.594566,999999.999999
2024-05-17 21:00:00,L47,z,-2861.799336,0.008167,-69219.307492,999999.999999
2024-05-17 21:30:00,L47,x,-3561.187843,0.008966,-34564.656193,999999.999999
2024-05-17 21:30:00,L47,y,3788.351935,0.008966,35507.528371,999999.999999
2024-05-17 21:30:00,L47,z,-4469.331409,0.008966,57694.40735,999999.999999
2024-05-17 22:00:00,L47,x,-1390.298111,0.004889,45378.067495,999999.999999
2024-05-17 22:00:00,L47,y,1284.291953,0.004889,-57457.20678,999999.999999
2024-05-17 22:00:00,L47,z,6572.495382,0.004889,20769.56297,999999.999999
2024-05-17 22:30:00,L47,x,3472.902349,0.008858,-7345.679667,999999.999999
2024-05-17 22:30:00,L47,y,-5804.806063,0.008858,9644.697436,999999.999999
2024-05-17 22:30:00,L47,z,-1091.506932,0.008858,-75240.765555,999999.999999
2024-05-17 23:00:00,L47,x,-1241.103584,0.001735,-23839.132692,999999.999999
2024-05-17 23:00:00,L47,y,3612.176595,0.001735,58442.176182,999999.999999
2024-05-17 23:00:00,L47,z,-5694.78344,0.001735,42286.716942,999999.999999
2024-05-17 23:30:00,L47,z,5831.59947,0.002026,39673.819068,999999.999999
2024-05-17 23:30:00,L47,y,3366.829968,0.002026,-62443.491416,999999.999999
2024-05-17 23:30:00,L47,x,-1208.762699,0.002026,17993.147492,999999.999999
2024-05-18 00:00:00,L47,z,759.530843,0.00767,-75745.111696,999999.999999
2024-05-18 00:00:00,L47,y,-6747.857297,0.00767,-8671.592737,999999.999999
2024-05-18 00:00:00,L47,x,897.910622,0.00767,-262.858165,999999.999999
2024-05-18 00:30:00,L47,z,-6505.203304,0.004803,23823.171573,999999.999999
2024-05-18 00:30:00,L47,y,2149.485411,0.004803,72079.103272,999999.999999
2024-05-18 00:30:00,L47,x,289.348812,0.004803,22.911215,999999.999999
2024-05-18 01:00:00,L47,z,4662.699719,0.003771,55680.564024,999999.999999
2024-05-18 01:00:00,L47,y,4992.914865,0.003771,-51706.44455,999999.999999
2024-05-18 01:00:00,L47,x,410.590751,0.003771,-5441.135006,999999.999999
2024-05-18 01:30:00,L47,x,-1727.502566,0.008356,-8551.308002,999999.999999
2024-05-18 01:30:00,L47,y,-6112.968718,0.008356,-27256.383416,999999.999999
2024-05-18 01:30:00,L47,z,2555.017683,0.008356,-70680.218078,999999.999999
2024-05-18 02:00:00,L47,x,418.889335,0.008261,28751.909656,999999.999999
2024-05-18 02:00:00,L47,y,184.032137,0.008261,70136.945942,999999.999999
2024-05-18 02:00:00,L47,z,-6841.850696,0.008261,3643.262295,999999.999999
2024-05-18 02:30:00,L47,z,3151.293228,0.006839,67607.865877,999999.999999
2024-05-18 02:30:00,L47,y,5347.561503,0.006839,-31169.173076,999999.999999
2024-05-18 02:30:00,L47,x,2889.595785,0.006839,-16335.829996,999999.999999
2024-05-18 03:00:00,L47,x,-3443.675479,0.009657,-29043.545932,999999.999999
2024-05-18 03:00:00,L47,y,-4202.428135,0.009657,-36227.072076,999999.999999
2024-05-18 03:00:00,L47,z,4162.117761,0.009657,-60423.364842,999999.999999
2024-05-18 03:30:00,L47,x,-846.630114,0.00377,51947.216855,999999.999999
2024-05-18 03:30:00,L47,y,-1292.250692,0.00377,52732.379133,999999.999999
2024-05-18 03:30:00,L47,z,-6680.669016,0.00377,-16794.742943,999999.999999
2024-05-18 04:00:00,L47,x,5266.982026,0.006947,-11615.144263,999999.999999
2024-05-18 04:00:00,L47,z,1408.400343,0.006947,74569.955739,999999.999999
2024-05-18 04:00:00,L47,y,4146.158505,0.006947,-10765.48476,999999.999999
2024-05-18 04:30:00,L47,x,-3682.782396,0.005171,-53105.42125,999999.999999
2024-05-18 04:30:00,L47,z,5463.099071,0.005171,-45739.551362,999999.999999
2024-05-18 04:30:00,L47,y,-1843.492237,0.005171,-29799.925715,999999.999999
2024-05-18 05:00:00,L47,x,-2888.33251,0.005175,61466.90426,999999.999999
2024-05-18 05:00:00,L47,y,-1505.448122,0.005175,26334.084704,999999.999999
2024-05-18 05:00:00,L47,z,-6033.543988,0.005175,-36020.969866,999999.999999
2024-05-18 05:30:00,L47,x,6608.287795,0.003826,4978.887151,999999.999999
2024-05-18 05:30:00,L47,y,1757.94888,0.003826,-171.667353,999999.999999
2024-05-18 05:30:00,L47,z,-437.451196,0.003826,76051.485469,999999.999999
2024-05-18 06:00:00,L47,x,-2508.057882,0.005492,-70350.0406,999999.999999
2024-05-18 06:00:00,L47,y,-34.000464,0.005492,-8775.27339,999999.999999
2024-05-18 06:00:00,L47,z,6363.074119,0.005492,-27714.352036,999999.999999
2024-05-18 06:30:00,L47,y,-230.608033,0.003547,1028.120049,999999.999999
2024-05-18 06:30:00,L47,z,-4947.215785,0.003547,-52653.033809,999999.999999
2024-05-18 06:30:00,L47,x,-4740.733076,0.003547,54840.73133,999999.999999
2024-05-18 07:00:00,L47,x,6403.908107,0.005475,24527.292208,999999.999999
2024-05-18 07:00:00,L47,y,-950.27338,0.005475,-4633.086489,999999.999999
2024-05-18 07:00:00,L47,z,-2251.056917,0.005475,71956.314903,999999.999999
2024-05-18 07:30:00,L47,x,-583.61996,0.006387,-73076.857012,999999.999999
2024-05-18 07:30:00,L47,y,483.505045,0.006387,19792.595658,999999.999999
2024-05-18 07:30:00,L47,z,6796.514805,0.006387,-7671.035708,999999.999999
2024-05-18 08:00:00,L47,x,-5502.371455,0.007645,36309.197793,999999.999999
2024-05-18 08:00:00,L47,y,2111.346114,0.007645,-13726.439714,999999.999999
2024-05-18 08:00:00,L47,z,-3500.242458,0.007645,-65475.491811,999999.999999
2024-05-18 08:30:00,L47,y,-2982.952078,0.002612,-22720.94047,999999.999999
2024-05-18 08:30:00,L47,z,-3899.535811,0.002612,62606.988329,999999.999999
2024-05-18 08:30:00,L47,x,4785.130814,0.002612,36787.043419,999999.999999
2024-05-18 09:00:00,L47,z,6732.059794,0.00763,12929.380988,999999.999999
2024-05-18 09:00:00,L47,y,-462.48234,0.00763,45588.700635,999999.999999
2024-05-18 09:00:00,L47,x,1111.841234,0.00763,-59545.489082,999999.999999
2024-05-18 09:30:00,L47,x,-4722.020536,0.007741,15023.918231,999999.999999
2024-05-18 09:30:00,L47,z,-1797.4052,0.007741,-73536.059825,999999.999999
2024-05-18 09:30:00,L47,y,4629.423647,0.007741,-13103.390794,999999.999999
2024-05-18 10:00:00,L47,z,-5263.057138,0.003591,48712.653068,999999.999999
2024-05-18 10:00:00,L47,y,-3638.102149,0.003591,-46961.968681,999999.999999
2024-05-18 10:00:00,L47,x,2465.825536,0.003591,34613.734099,999999.999999
2024-05-18 10:30:00,L47,z,6174.452866,0.006562,32588.876348,999999.999999
2024-05-18 10:30:00,L47,x,1704.533865,0.006562,-34717.915677,999999.999999
2024-05-18 10:30:00,L47,y,-2400.557208,0.006562,59392.721691,999999.999999
2024-05-18 11:00:00,L47,x,-2593.32387,0.006803,1151.205806,999999.999999
2024-05-18 11:00:00,L47,y,6340.487056,0.006803,1038.059816,999999.999999
2024-05-18 11:00:00,L47,z,37.893545,0.006803,-76218.323763,999999.999999
2024-05-18 11:30:00,L47,z,-6243.502136,0.001077,31292.735991,999999.999999
2024-05-18 11:30:00,L47,y,-2801.747717,0.001077,-67061.537808,999999.999999
2024-05-18 11:30:00,L47,x,436.699198,0.001077,17009.033731,999999.999999
2024-05-18 12:00:00,L47,x,800.454678,0.001345,-8165.614377,999999.999999
2024-05-18 12:00:00,L47,z,5163.749904,0.001345,49873.56297,999999.999999
2024-05-18 12:00:00,L47,y,-4417.945311,0.001345,56982.167204,999999.999999
2024-05-18 12:30:00,L47,x,124.16724,0.009821,1518.320164,999999.999999
2024-05-18 12:30:00,L47,y,6586.193276,0.009821,20911.740366,999999.999999
2024-05-18 12:30:00,L47,z,1870.556586,0.009821,-73302.579117,999999.999999
2024-05-18 13:00:00,L47,z,-6769.583638,0.006601,11616.614759,999999.999999
2024-05-18 13:00:00,L47,y,-994.929045,0.006601,-74262.876471,999999.999999
2024-05-18 13:00:00,L47,x,-454.899359,0.006601,-10466.354102,999999.999999
2024-05-18 13:30:00,L47,x,-1344.702109,0.006522,9993.194123,999999.999999
2024-05-18 13:30:00,L47,y,-5550.855189,0.006522,40909.968927,999999.999999
2024-05-18 13:30:00,L47,z,3773.680816,0.006522,63512.590338,999999.999999
2024-05-18 14:00:00,L47,z,3565.786036,0.0113,-65000.163376,999999.999999
2024-05-18 14:00:00,L47,y,5315.335548,0.0113,36166.867691,999999.999999
2024-05-18 14:00:00,L47,x,2426.025321,0.0113,16630.046057,999999.999999
2024-05-18 14:30:00,L47,z,-6802.982039,0.00761,-8890.883074,999999.999999
2024-05-18 14:30:00,L47,y,850.785895,0.00761,-65069.242511,999999.999999
2024-05-18 14:30:00,L47,x,133.148544,0.00761,-38030.005617,999999.999999
2024-05-18 15:00:00,L47,x,-3930.788487,0.006,13390.899205,999999.999999
2024-05-18 15:00:00,L47,y,-5197.198933,0.006,19417.728831,999999.999999
2024-05-18 15:00:00,L47,z,2106.796067,0.006,72489.288337,999999.999999
2024-05-18 15:30:00,L47,x,3490.538607,0.008523,40439.30993,999999.999999
2024-05-18 15:30:00,L47,y,3105.549351,0.008523,38359.970749,999999.999999
2024-05-18 15:30:00,L47,z,4998.85758,0.008523,-51927.997552,999999.999999
2024-05-18 16:00:00,L47,z,-6341.547335,0.00785,-28758.426325,999999.999999
2024-05-18 16:00:00,L47,y,1794.005826,0.00785,-42715.768634,999999.999999
2024-05-18 16:00:00,L47,x,1892.665506,0.00785,-55801.342209,999999.999999
2024-05-18 16:30:00,L47,z,285.770194,0.004974,76140.489264,999999.999999
2024-05-18 16:30:00,L47,y,-3377.420869,0.004974,2885.267427,999999.999999
2024-05-18 16:30:00,L47,x,-5953.981325,0.004974,2140.222241,999999.999999
2024-05-18 17:00:00,L47,x,3028.153784,0.004943,62941.98222,999999.999999
2024-05-18 17:00:00,L47,y,915.257797,0.004943,24610.33621,999999.999999
2024-05-18 17:00:00,L47,z,6064.644736,0.004943,-35060.777392,999999.999999
2024-05-18 17:30:00,L47,x,3998.393962,0.005058,-57956.465817,999999.999999
2024-05-18 17:30:00,L47,y,1286.106191,0.005058,-15805.144903,999999.999999
2024-05-18 17:30:00,L47,z,-5418.930984,0.005058,-46555.964756,999999.999999
2024-05-18 18:00:00,L47,x,-6634.918193,0.005739,-17245.28454,999999.999999
2024-05-18 18:00:00,L47,y,-726.42962,0.005739,-639.817645,999999.999999
2024-05-18 18:00:00,L47,z,-1555.872185,0.005739,74205.673149,999999.999999
2024-05-18 18:30:00,L47,z,6685.745818,0.008084,-15638.805463,999999.999999
2024-05-18 18:30:00,L47,x,1401.676863,0.008084,74470.139872,999999.999999
2024-05-18 18:30:00,L47,y,-326.505976,0.008084,-1157.585592,999999.999999
2024-05-18 19:00:00,L47,x,5460.337911,0.004406,-45174.274459,999999.999999
2024-05-18 19:00:00,L47,y,-593.355044,0.004406,5312.4309,999999.999999
2024-05-18 19:00:00,L47,z,-4101.587315,0.004406,-60993.507921,999999.999999
2024-05-18 19:30:00,L47,x,-5749.675332,0.007509,-34677.200986,999999.999999
2024-05-18 19:30:00,L47,y,1776.28964,0.007509,11096.602746,999999.999999
2024-05-18 19:30:00,L47,z,-3283.341381,0.007509,66845.834201,999999.999999
2024-05-18 20:00:00,L47,y,-115.98706,0.003633,-29880.765265,999999.999999
2024-05-18 20:00:00,L47,z,6817.109362,0.003633,4917.305755,999999.999999
2024-05-18 20:00:00,L47,x,-531.577881,0.003633,69808.652435,999999.999999
2024-05-18 20:30:00,L47,x,5545.85101,0.012544,-24349.767616,999999.999999
2024-05-18 20:30:00,L47,y,-3168.045499,0.012544,12910.2117,999999.999999
2024-05-18 20:30:00,L47,z,-2484.917571,0.012544,-71004.791113,999999.999999
2024-05-18 21:00:00,L47,x,-3723.258261,0.002701,-40847.476991,999999.999999
2024-05-18 21:00:00,L47,y,3222.747118,0.002701,33604.528073,999999.999999
2024-05-18 21:00:00,L47,z,-4770.860309,0.002701,54623.132162,999999.999999
2024-05-18 21:30:00,L47,x,-1788.413728,0.006178,50409.246475,999999.999999
2024-05-18 21:30:00,L47,y,1411.148571,0.006178,-51196.634071,999999.999999
2024-05-18 21:30:00,L47,z,6449.280236,0.006178,25113.006753,999999.999999
2024-05-18 22:00:00,L47,x,4094.111605,0.008989,-5662.53849,999999.999999
2024-05-18 22:00:00,L47,y,-5450.335072,0.008989,5177.451477,999999.999999
2024-05-18 22:00:00,L47,z,-686.513403,0.008989,-75834.889962,999999.999999
2024-05-18 22:30:00,L47,x,-1446.010641,0.012866,-31223.869095,999999.999999
2024-05-18 22:30:00,L47,z,-5911.027267,0.012866,38445.606712,999999.999999
2024-05-18 22:30:00,L47,y,3160.44238,0.012866,57589.658785,999999.999999
2024-05-18 23:00:00,L47,x,-1680.714297,0.003129,23771.136987,999999.999999
2024-05-18 23:00:00,L47,y,3539.315364,0.003129,-57814.099046,999999.999999
2024-05-18 23:00:00,L47,z,5608.769396,0.003129,43484.535309,999999.999999
2024-05-18 23:30:00,L47,x,1587.159591,0.007531,1775.880887,999999.999999
2024-05-18 23:30:00,L47,y,-6560.051794,0.007531,-13002.460339,999999.999999
2024-05-18 23:30:00,L47,z,1162.899997,0.007531,-75106.329888,999999.999999
2024-05-19 00:00:00,L47,x,105.821627,0.003418,-7968.825385,999999.999999
2024-05-19 00:00:00,L47,y,1781.505079,0.003418,72923.899107,999999.999999
2024-05-19 00:00:00,L47,z,-6620.94311,0.003418,19496.288859,999999.999999
2024-05-19 00:30:00,L47,y,5277.335572,0.00166,-48594.791889,999999.999999
2024-05-19 00:30:00,L47,z,4357.026046,0.00166,58680.254701,999999.999999
2024-05-19 00:30:00,L47,x,-110.666025,0.00166,275.690977,999999.999999
2024-05-19 01:00:00,L47,y,-6098.661972,0.007548,-32124.251119,999999.999999
2024-05-19 01:00:00,L47,x,-1051.885746,0.007548,-6145.743169,999999.999999
2024-05-19 01:00:00,L47,z,2927.359377,0.007548,-68858.577376,999999.999999
2024-05-19 01:30:00,L47,y,-161.942797,0.006138,72928.272285,999999.999999
2024-05-19 01:30:00,L47,x,284.782878,0.006138,20970.020282,999999.999999
2024-05-19 01:30:00,L47,z,-6849.273909,0.006138,-858.696701,999999.999999
2024-05-19 02:00:00,L47,x,2383.366789,0.005033,-11220.622561,999999.999999
2024-05-19 02:00:00,L47,y,5783.321929,0.005033,-29030.514997,999999.999999
2024-05-19 02:00:00,L47,z,2785.31073,0.005033,69579.520607,999999.999999
2024-05-19 02:30:00,L47,x,-2850.456052,0.008497,-26733.703541,999999.999999
2024-05-19 02:30:00,L47,y,-4320.694785,0.008497,-42168.472146,999999.999999
2024-05-19 02:30:00,L47,z,4476.473323,0.008497,-57557.296742,999999.999999
2024-05-19 03:00:00,L47,y,-1679.544609,0.006099,57200.456489,999999.999999
2024-05-19 03:00:00,L47,z,-6579.580326,0.006099,-21150.767229,999999.999999
2024-05-19 03:00:00,L47,x,-951.183421,0.006099,45203.189529,999999.999999
2024-05-19 03:30:00,L47,x,4854.850606,0.002498,-7173.390472,999999.999999
2024-05-19 03:30:00,L47,y,4726.006463,0.002498,-8887.748282,999999.999999
2024-05-19 03:30:00,L47,z,1009.120005,0.002498,75371.337952,999999.999999
2024-05-19 04:00:00,L47,x,-3201.687049,0.007653,-51638.447296,999999.999999
2024-05-19 04:00:00,L47,y,-2024.034786,0.007653,-36941.239409,999999.999999
2024-05-19 04:00:00,L47,z,5696.578237,0.007653,-42045.182836,999999.999999
2024-05-19 04:30:00,L47,z,-5831.590484,0.003211,-39918.549633,999999.999999
2024-05-19 04:30:00,L47,y,-1968.380147,0.003211,31790.927959,999999.999999
2024-05-19 04:30:00,L47,x,-3021.266745,0.003211,56279.386545,999999.999999
2024-05-19 05:00:00,L47,y,2428.389578,0.004557,1997.923142,999999.999999
2024-05-19 05:00:00,L47,z,-840.675097,0.004557,75628.901231,999999.999999
2024-05-19 05:00:00,L47,x,6352.451657,0.004557,9144.457864,999999.999999
2024-05-19 05:30:00,L47,x,-2120.300196,0.00563,-70444.600395,999999.999999
2024-05-19 05:30:00,L47,y,-207.172375,0.00563,-16738.336822,999999.999999
2024-05-19 05:30:00,L47,z,6498.954045,0.00563,-23465.665154,999999.999999
2024-05-19 06:00:00,L47,y,-757.13712,0.003463,6643.852321,999999.999999
2024-05-19 06:00:00,L47,x,-4971.618283,0.003463,51232.732095,999999.999999
2024-05-19 06:00:00,L47,z,-4659.212429,0.003463,-55810.89258,999999.999999
2024-05-19 06:30:00,L47,x,6324.747785,0.006123,29077.761522,999999.999999
2024-05-19 06:30:00,L47,y,-269.266458,0.006123,-2031.722751,999999.999999
2024-05-19 06:30:00,L47,z,-2628.685676,0.006123,70348.177715,999999.999999
2024-05-19 07:00:00,L47,x,-233.152622,0.006158,-75112.833466,999999.999999
2024-05-19 07:00:00,L47,y,356.957658,0.006158,11771.378614,999999.999999
2024-05-19 07:00:00,L47,z,6825.215711,0.006158,-3180.065646,999999.999999
2024-05-19 07:30:00,L47,x,-5881.009108,0.005487,33829.793316,999999.999999
2024-05-19 07:30:00,L47,y,1577.443809,0.005487,-8591.114902,999999.999999
2024-05-19 07:30:00,L47,z,-3147.272326,0.005487,-67662.862979,999999.999999
2024-05-19 08:00:00,L47,x,4853.632134,0.003228,42332.594947,999999.999999
2024-05-19 08:00:00,L47,y,-2366.993285,0.003228,-20040.269341,999999.999999
2024-05-19 08:00:00,L47,z,-4224.218154,0.003228,59940.056483,999999.999999
2024-05-19 08:30:00,L47,z,6651.814615,0.005601,17334.779534,999999.999999
2024-05-19 08:30:00,L47,y,-549.829398,0.005601,38373.890462,999999.999999
2024-05-19 08:30:00,L47,x,1491.062782,0.005601,-63394.148177,999999.999999
2024-05-19 09:00:00,L47,x,-5254.683798,0.000546,12973.572696,999999.999999
2024-05-19 09:00:00,L47,y,4167.166339,0.000546,-8652.867897,999999.999999
2024-05-19 09:00:00,L47,z,-1405.473727,0.000546,-74590.601848,999999.999999
2024-05-19 09:30:00,L47,z,-5511.312881,0.00742,45190.725243,999999.999999
2024-05-19 09:30:00,L47,y,-3129.466518,0.00742,-44909.492122,999999.999999
2024-05-19 09:30:00,L47,x,2616.928584,0.00742,41411.46886,999999.999999
2024-05-19 10:00:00,L47,x,2157.296068,0.007442,-39781.36875,999999.999999
2024-05-19 10:00:00,L47,y,-2498.823543,0.007442,53618.92031,999999.999999
2024-05-19 10:00:00,L47,z,5991.558826,0.007442,36587.274891,999999.999999
2024-05-19 10:30:00,L47,x,-3237.641072,0.006465,-1100.534337,999999.999999
2024-05-19 10:30:00,L47,y,6020.224647,0.006465,5088.225666,999999.999999
2024-05-19 10:30:00,L47,z,439.964667,0.006465,-76062.509993,999999.999999
2024-05-19 11:00:00,L47,x,596.95797,0.006645,24815.264956,999999.999999
2024-05-19 11:00:00,L47,y,-2394.8206,0.006645,-66405.294048,999999.999999
2024-05-19 11:00:00,L47,z,-6397.614028,0.006645,27178.305874,999999.999999
2024-05-19 11:30:00,L47,y,-4597.308566,0.001991,52817.597489,999999.999999
2024-05-19 11:30:00,L47,x,1327.873855,0.001991,-13617.2158,999999.999999
2024-05-19 11:30:00,L47,z,4892.057634,0.001991,53172.567672,999999.999999
2024-05-19 12:00:00,L47,x,-555.728498,0.011412,-1202.848888,999999.999999
2024-05-19 12:00:00,L47,y,6441.766339,0.011412,25188.425605,999999.999999
2024-05-19 12:00:00,L47,z,2253.230117,0.011412,-71949.900211,999999.999999
2024-05-19 12:30:00,L47,x,-335.817852,0.007387,-2338.709518,999999.999999
2024-05-19 12:30:00,L47,y,-640.799887,0.007387,-75508.848766,999999.999999
2024-05-19 12:30:00,L47,z,-6819.031464,0.007387,7206.916789,999999.999999
2024-05-19 13:00:00,L47,x,-788.621651,0.003228,4879.016337,999999.999999
2024-05-19 13:00:00,L47,y,-5870.340274,0.003228,38015.763829,999999.999999
2024-05-19 13:00:00,L47,z,3433.207142,0.003228,65873.68387,999999.999999
2024-05-19 13:30:00,L47,z,3901.298307,0.006216,-62553.921617,999999.999999
2024-05-19 13:30:00,L47,y,5330.5938,0.006216,41336.912114,999999.999999
2024-05-19 13:30:00,L47,x,1791.116811,0.006216,13667.93172,999999.999999
2024-05-19 14:00:00,L47,x,205.754784,0.005081,-30459.380537,999999.999999
2024-05-19 14:00:00,L47,y,1219.865192,0.005081,-68234.911515,999999.999999
2024-05-19 14:00:00,L47,z,-6744.623512,0.005081,-13282.153576,999999.999999
2024-05-19 14:30:00,L47,y,-5676.822776,0.003239,17124.344841,999999.999999
2024-05-19 14:30:00,L47,z,1722.505484,0.003239,73742.458658,999999.999999
2024-05-19 14:30:00,L47,x,-3422.776156,0.003239,8949.320592,999999.999999
2024-05-19 15:00:00,L47,x,2954.3216,0.007631,37882.681805,999999.999999
2024-05-19 15:00:00,L47,y,3222.379548,0.007631,44804.654302,999999.999999
2024-05-19 15:00:00,L47,z,5262.758766,0.007631,-48573.332542,999999.999999
2024-05-19 15:30:00,L47,x,1960.055578,0.006977,-49519.336941,999999.999999
2024-05-19 15:30:00,L47,z,-6179.859695,0.006977,-32816.367886,999999.999999
2024-05-19 15:30:00,L47,y,2231.880417,0.006977,-47311.419341,999999.999999
2024-05-19 16:00:00,L47,x,-5570.884188,0.003907,-1797.770411,999999.999999
2024-05-19 16:00:00,L47,y,-3987.13958,0.003907,508.895565,999999.999999
2024-05-19 16:00:00,L47,z,-114.000621,0.003907,76196.946196,999999.999999
2024-05-19 16:30:00,L47,x,2597.653943,0.007474,61588.814783,999999.999999
2024-05-19 16:30:00,L47,y,1059.046017,0.007474,32222.042563,999999.999999
2024-05-19 16:30:00,L47,z,6237.947969,0.007474,-31047.723585,999999.999999
2024-05-19 17:00:00,L47,z,-5165.801667,0.00185,-49988.39797,999999.999999
2024-05-19 17:00:00,L47,x,4129.565178,0.00185,-53270.119193,999999.999999
2024-05-19 17:00:00,L47,y,1806.722324,0.00185,-21031.602557,999999.999999
2024-05-19 17:30:00,L47,z,-1941.819389,0.002209,73066.853208,999999.999999
2024-05-19 17:30:00,L47,x,-6422.985472,0.002209,-21249.598896,999999.999999
2024-05-19 17:30:00,L47,y,-1396.374594,0.002209,-3483.383732,999999.999999
2024-05-19 18:00:00,L47,x,1037.491635,0.002942,74932.893992,999999.999999
2024-05-19 18:00:00,L47,y,-214.780597,0.002942,7029.025412,999999.999999
2024-05-19 18:00:00,L47,z,6756.090244,0.002942,-11263.226,999999.999999
2024-05-19 18:30:00,L47,z,-3775.605667,0.004504,-63549.878443,999999.999999
2024-05-19 18:30:00,L47,x,5721.035639,0.004504,-41871.572518,999999.999999
2024-05-19 18:30:00,L47,y,-24.938625,0.004504,241.100769,999999.999999
2024-05-19 19:00:00,L47,x,-5706.579632,0.006593,-39441.96005,999999.999999
2024-05-19 19:00:00,L47,y,1129.143875,0.006593,7887.153615,999999.999999
2024-05-19 19:00:00,L47,z,-3627.307178,0.006593,64603.349049,999999.999999
2024-05-19 19:30:00,L47,x,-895.213974,0.003499,72250.440878,999999.999999
2024-05-19 19:30:00,L47,y,-54.395112,0.003499,-21986.000261,999999.999999
2024-05-19 19:30:00,L47,z,6779.719905,0.003499,9336.115356,999999.999999
2024-05-19 20:00:00,L47,x,5968.810749,0.008603,-21821.367352,999999.999999
2024-05-19 20:00:00,L47,y,-2623.670966,0.008603,8453.364665,999999.999999
2024-05-19 20:00:00,L47,z,-2109.916177,0.008603,-72496.86747,999999.999999
2024-05-19 20:30:00,L47,x,-3800.210857,0.005481,-46861.954746,999999.999999
2024-05-19 20:30:00,L47,y,2662.233928,0.005481,30590.765698,999999.999999
2024-05-19 20:30:00,L47,z,-5047.956033,0.005481,51449.398814,999999.999999
2024-05-19 21:00:00,L47,x,-2212.204126,0.006264,54467.010677,999999.999999
2024-05-19 21:00:00,L47,z,6307.260151,0.006264,29253.270076,999999.999999
2024-05-19 21:00:00,L47,y,1452.808055,0.006264,-44402.760872,999999.999999
2024-05-19 21:30:00,L47,z,-290.081864,0.005669,-76152.139378,999999.999999
2024-05-19 21:30:00,L47,y,-5010.624942,0.005669,1299.440669,999999.999999
2024-05-19 21:30:00,L47,x,4662.710059,0.005669,-3193.991621,999999.999999
2024-05-19 22:00:00,L47,z,-6101.365583,0.002674,34578.383448,999999.999999
